OID_,FID_Clip_layer_neg_buffer,FID_gbif_occurrence,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order_,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
168,1,2163,4205811995.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1626142831,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin Redwoods SP Opal Cr. vic,California,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.174880000000002,-122.223433999999997,,,,,,,4/7/98,7,4,1998,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1626142831,,,,CC_BY_4_0,,obsr496984,,,2024-01-24T21:51:12.292Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
169,1,6344,1405583065.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS366915932,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,SCZ FBMP STST 3,California,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.174779999999998,-122.231994999999998,,,,,,,5/24/04,24,5,2004,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS366915932,,,,CC_BY_4_0,,obsr199500,,,2024-01-24T21:35:25.310Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
170,1,6346,1405574831.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS366924812,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,SCZ FBMP STST 3,California,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.174779999999998,-122.231994999999998,,,,,,,5/24/04,24,5,2004,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS366924812,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:35:37.857Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
171,1,6968,1202491490.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS291829291,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP--Huckleberry Campground,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.175426000000002,-122.206535000000002,,,,,,,5/25/04,25,5,2004,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS291829291,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:10:37.358Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
172,1,780,580988037.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS121071078,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,BBS 14-319 Stop 3,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.175590000000000,-122.221620000000001,,,,,,,6/10/11,10,6,2011,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS121071078,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:23:45.485Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
173,1,3927,278040382.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS77995868,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,BBS 14-319 Stop 3,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.175590000000000,-122.221620000000001,,,,,,,5/28/04,28,5,2004,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS77995868,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:07:45.314Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
174,1,4001,277760461.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS77974933,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,BBS 14-319 Stop 3,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.175590000000000,-122.221620000000001,,,,,,,5/31/06,31,5,2006,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS77974933,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:23:16.389Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
175,1,4366,272517075.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS89678159,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,BBS 14-319 Stop 3,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.175590000000000,-122.221620000000001,,,,,,,5/31/97,31,5,1997,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS89678159,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:07:31.985Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
176,1,4398,272353221.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS91155587,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,BBS 14-319 Stop 3,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.175590000000000,-122.221620000000001,,,,,,,5/3/10,3,5,2010,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS91155587,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:23:34.192Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
177,1,6239,1412223036.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS89390055,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,BBS 14-319 Stop 3,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.175590000000000,-122.221620000000001,,,,,,,5/30/03,30,5,2003,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS89390055,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:22:59.221Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
178,1,6348,1405573744.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS366924767,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,SCZ FBMP STST 4,California,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.175465000000003,-122.234960000000001,,,,,,,5/24/04,24,5,2004,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS366924767,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:11:23.367Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
179,1,6349,1405569321.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS366916001,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,SCZ FBMP STST 4,California,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.175465000000003,-122.234960000000001,,,,,,,5/24/04,24,5,2004,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS366916001,,,,CC_BY_4_0,,obsr199500,,,2024-01-24T21:11:43.873Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
180,1,6368,1404612015.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS362221799,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP - Huckleberry MAMU Station,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.176049999999996,-122.205780000000004,,,,,,,7/2/01,2,7,2001,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS362221799,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:34:13.023Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
181,1,1746,4332666824.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1204172278,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP--North Escape Road (lower picnic area),California,PRESENT,6,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.175860000000000,-122.221630000000005,,,,,,,7/15/21,15,7,2021,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1204172278,,,,CC_BY_4_0,,obsr189374,,,2024-01-24T20:56:05.463Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
182,1,2101,4224567309.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1224638153,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP--North Escape Road (lower picnic area),California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.175860000000000,-122.221630000000005,,,,,,,7/22/21,22,7,2021,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1224638153,,,,CC_BY_4_0,,obsr189374,,,2024-01-24T20:56:36.781Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
183,1,1076,579659600.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS96599511,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,SCZ FBMP BIGB 1,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.176049999999996,-122.222130000000007,,,,,,,5/26/04,26,5,2004,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS96599511,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:06:59.758Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
184,1,1079,579659475.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS96569562,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,SCZ FBMP BIGB 1,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.176049999999996,-122.222130000000007,,,,,,,5/26/04,26,5,2004,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS96569562,,,,CC_BY_4_0,,obsr199500,,,2024-01-24T20:23:12.925Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
185,1,3822,278150807.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90189429,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,SCZ FBMP BIGB 1,California,PRESENT,5,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.176049999999996,-122.222130000000007,,,,,,,5/28/03,28,5,2003,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90189429,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:23:16.945Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
186,1,4325,273096227.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90187376,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,SCZ FBMP BIGB 1,California,PRESENT,5,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.176049999999996,-122.222130000000007,,,,,,,5/28/03,28,5,2003,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90187376,,,,CC_BY_4_0,,obsr199500,,,2024-01-24T21:31:25.204Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
187,1,6294,1412100470.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS78975134,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,SCZ FBMP BIGB 1,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.176049999999996,-122.222130000000007,,,,,,,5/28/02,28,5,2002,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS78975134,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:29:43.091Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
188,1,6297,1412098666.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS78941574,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,SCZ FBMP BIGB 1,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.176049999999996,-122.222130000000007,,,,,,,5/28/02,28,5,2002,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS78941574,,,,CC_BY_4_0,,obsr199500,,,2024-01-24T21:29:49.275Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
189,1,4265,273112566.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS89678177,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,BBS 14-319 Stop 5,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.176319999999997,-122.229450000000000,,,,,,,5/31/97,31,5,1997,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS89678177,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:07:29.445Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
190,1,3642,278231096.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS91155468,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP - Dool Trail lower segment,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.176729999999999,-122.224879999999999,,,,,,,5/3/10,3,5,2010,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS91155468,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:30:02.435Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
191,1,7212,1182257329.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS266014820,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,SCZ FBMP CHAL 5,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.177120000000002,-122.282555000000002,,,,,,,7/16/02,16,7,2002,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS266014820,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:27:40.526Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
192,1,4006,277749702.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS77343847,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,BBS 14-319 Stop 7,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.179440000000000,-122.241090000000000,,,,,,,5/30/08,30,5,2008,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS77343847,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:07:52.935Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
193,1,4555,272139715.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS89678205,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,BBS 14-319 Stop 7,California,PRESENT,6,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.179440000000000,-122.241090000000000,,,,,,,5/31/97,31,5,1997,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS89678205,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:22:59.399Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
194,1,6236,1412228352.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS89487018,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,BBS 14-319 Stop 7,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.179440000000000,-122.241090000000000,,,,,,,5/31/02,31,5,2002,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS89487018,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:22:59.242Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
195,1,6238,1412223215.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS89390110,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,BBS 14-319 Stop 7,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.179440000000000,-122.241090000000000,,,,,,,5/30/03,30,5,2003,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS89390110,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:22:58.922Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
196,1,6237,1412228317.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS89487006,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,BBS 14-319 Stop 6,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.180010000000003,-122.233789999999999,,,,,,,5/31/02,31,5,2002,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS89487006,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:30:02.750Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
197,1,6302,1412097582.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS78941459,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,SCZ FBMP GAZO 6,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.179980000000000,-122.237710000000007,,,,,,,6/3/02,3,6,2002,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS78941459,,,,CC_BY_4_0,,obsr199500,,,2024-01-24T21:29:51.866Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
198,1,6303,1412097456.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS78974844,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,SCZ FBMP GAZO 6,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.179980000000000,-122.237710000000007,,,,,,,6/3/02,3,6,2002,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS78974844,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:23:39.997Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
199,1,4269,273108910.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS89678169,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,BBS 14-319 Stop 4,California,PRESENT,6,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.180509999999998,-122.225059999999999,,,,,,,5/31/97,31,5,1997,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS89678169,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:30:29.068Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
200,1,1074,579660322.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS96569423,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,SCZ FBMP GAZO 8,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.183000000000000,-122.246216000000004,,,,,,,6/2/04,2,6,2004,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS96569423,,,,CC_BY_4_0,,obsr199500,,,2024-01-24T20:23:11.381Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
201,1,1078,579659556.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS96600706,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,SCZ FBMP GAZO 8,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.183000000000000,-122.246216000000004,,,,,,,6/2/04,2,6,2004,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS96600706,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:30:36.281Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
